Team_id,Team,Player,Position,Total_Points,Points_Average,Value,On_start_%,Last_5_games_points,J_2,J_1,J_0,J_-1,J_-2,Avg_last_5_games
3,CA Osasuna,Sergio Herrera,PT,10,5,4280000,100,"['4', '6', 0, 0, 0]",4,6,0,0,0,2.0
3,CA Osasuna,Juan Pérez,PT,0,0,170000,0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0
3,CA Osasuna,Aitor Fernández,PT,0,0,1040000,0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0
3,CA Osasuna,Rubén Peña,DF,12,6,1650000,100,"['5', '7', 0, 0, 0]",5,7,0,0,0,2.4
3,CA Osasuna,Unai García,DF,11,5.5,800000,100,"['3', '8', 0, 0, 0]",3,8,0,0,0,2.2
3,CA Osasuna,David García Zub.,DF,10,5,4640000,100,"['3', '7', 0, 0, 0]",3,7,0,0,0,2.0
3,CA Osasuna,Juan Cruz,DF,9,4.5,1090000,100,"['4', '5', 0, 0, 0]",4,5,0,0,0,1.8
3,CA Osasuna,Nacho Vidal,DF,4,2,2650000,0,"['2', '2', 0, 0, 0]",2,2,0,0,0,0.8
3,CA Osasuna,Manu Sánchez,DF,3,3,1700000,0,"['3', '-', 0, 0, 0]",3,0,0,0,0,0.6
3,CA Osasuna,Unai Dufur,DF,0,0,220000,0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0
3,CA Osasuna,Jesús Areso,DF,0,0,250000,0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0
3,CA Osasuna,Aridane Hernández,DF,0,0,2010000,0,"['0', '0', 0, 0, 0]",0,0,0,0,0,0.0
3,CA Osasuna,Aimar Oroz,MD,12,6,1890000,100,"['6', '6', 0, 0, 0]",6,6,0,0,0,2.4
3,CA Osasuna,Moi Gómez,MD,12,6,3370000,100,"['8', '4', 0, 0, 0]",8,4,0,0,0,2.4
3,CA Osasuna,Brasanac,MD,8,4,1570000,0,"['4', '4', 0, 0, 0]",4,4,0,0,0,1.6
3,CA Osasuna,Lucas Torró,MD,8,4,4260000,100,"['2', '6', 0, 0, 0]",2,6,0,0,0,1.6
3,CA Osasuna,Jon Moncayola,MD,7,3.5,5690000,100,"['5', '2', 0, 0, 0]",5,2,0,0,0,1.4
3,CA Osasuna,Rubén García,MD,2,2,4530000,0,"['-', '2', 0, 0, 0]",0,2,0,0,0,0.4
3,CA Osasuna,Roberto Torres,MD,2,2,1070000,0,"['-', '2', 0, 0, 0]",0,2,0,0,0,0.4
3,CA Osasuna,Pablo Ibáñez,MD,2,2,190000,0,"['2', '-', 0, 0, 0]",2,0,0,0,0,0.4
3,CA Osasuna,Javi Martínez Calvo,MD,0,0,450000,0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0
3,CA Osasuna,Iker Benito,MD,0,0,230000,0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0
3,CA Osasuna,Kike Barja,MD,-1,-1,620000,50,"['-1', '-', 0, 0, 0]",-1,0,0,0,0,-0.2
3,CA Osasuna,Ezequiel Ávila,DL,18,9,10350000,100,"['9', '9', 0, 0, 0]",9,9,0,0,0,3.6
3,CA Osasuna,Kike García,DL,15,7.5,3210000,0,"['4', '11', 0, 0, 0]",4,11,0,0,0,3.0
3,CA Osasuna,Budimir,DL,5,5,6060000,50,"['-', '5', 0, 0, 0]",0,5,0,0,0,1.0
3,CA Osasuna,Barbero,DL,0,0,210000,0,"['-', '-', 0, 0, 0]",0,0,0,0,0,0.0
